come	1	v	doing	1
come	1	v	doing	1
come	1	v	doing	1
come	1	v	doing	1
come	1	v	doing	1
doing	1	v	make	1
doing	1	v	make	1
doing	1	v	come	1
doing	1	v	come	1
doing	1	v	come	1
doing	1	v	come	1
doing	1	v	come	1
doing	1	v	make	1
doing	1	v	make	1
doing	1	v	make	1
doing	1	v	make	1
doing	1	v	make	1
father	1	v	mother	1
father	1	v	mother	1
father	1	v	mother	1
father	1	v	mother	1
father	1	v	mother	1
father	1	v	mother	1
father	1	v	mother	1
father	1	v	mother	1
has	1	v	make	1
has	1	v	make	1
has	1	v	make	1
has	1	v	make	1
has	1	v	make	1
has	1	v	make	1
has	1	v	make	1
has	1	v	make	1
has	1	v	make	1
has	1	v	make	1
has	1	v	make	1
has	1	v	make	1
has	1	v	make	1
has	1	v	make	1
knew	1	v	live	1
knew	1	v	live	1
knew	1	v	live	1
learn	1	v	see	1
learn	1	v	see	1
learn	1	v	see	1
learn	1	v	see	1
learn	1	v	see	1
learn	1	v	see	1
learn	1	v	see	1
learn	1	v	see	1
learn	1	v	see	1
learn	1	v	taught	1
learn	1	v	taught	1
learn	1	v	taught	1
learn	1	v	see	1
learn	1	v	see	1
learn	1	v	see	1
learn	1	v	see	1
learn	1	v	see	1
learn	1	v	see	1
learn	1	v	see	1
live	1	v	knew	1
live	1	v	knew	1
live	1	v	knew	1
make	1	v	doing	1
make	1	v	doing	1
make	1	v	has	1
make	1	v	has	1
make	1	v	has	1
make	1	v	has	1
make	1	v	has	1
make	1	v	has	1
make	1	v	doing	1
make	1	v	doing	1
make	1	v	doing	1
make	1	v	doing	1
make	1	v	doing	1
make	1	v	has	1
make	1	v	has	1
make	1	v	has	1
make	1	v	has	1
make	1	v	has	1
make	1	v	has	1
make	1	v	has	1
make	1	v	has	1
make	1	v	worked	1
make	1	v	worked	1
met	1	v	see	1
met	1	v	see	1
met	1	v	see	1
met	1	v	see	1
met	1	v	see	1
met	1	v	see	1
mother	1	v	father	1
mother	1	v	father	1
mother	1	v	father	1
mother	1	v	father	1
mother	1	v	father	1
mother	1	v	father	1
mother	1	v	father	1
mother	1	v	father	1
needed	1	v	wanted	2
needed	1	v	wanting	2
needed	1	v	wanted	2
needed	1	v	wanting	2
needed	1	v	wanted	2
needed	1	v	wanting	2
remembered	1	v	thought	1
remembered	1	v	thought	1
remembered	1	v	thought	1
remembered	1	v	thought	1
remembered	1	v	thought	1
remembered	1	v	thought	1
remembered	1	v	thought	1
see	1	v	learn	1
see	1	v	learn	1
see	1	v	learn	1
see	1	v	learn	1
see	1	v	learn	1
see	1	v	learn	1
see	1	v	learn	1
see	1	v	learn	1
see	1	v	learn	1
see	1	v	met	1
see	1	v	met	1
see	1	v	met	1
see	1	v	met	1
see	1	v	met	1
see	1	v	met	1
see	1	v	learn	1
see	1	v	learn	1
see	1	v	learn	1
see	1	v	learn	1
see	1	v	learn	1
see	1	v	learn	1
see	1	v	learn	1
see	1	v	visited	2
see	1	v	visiting	2
see	1	v	visited	2
see	1	v	visiting	2
taught	1	v	learn	1
taught	1	v	learn	1
taught	1	v	learn	1
thought	1	v	remembered	1
thought	1	v	remembered	1
thought	1	v	remembered	1
thought	1	v	remembered	1
thought	1	v	remembered	1
thought	1	v	remembered	1
thought	1	v	remembered	1
visited	1	v	see	2
visited	1	v	visiting	2
visited	1	v	see	2
visited	1	v	visiting	2
visited	1	v	visiting	1
visited	1	v	visiting	1
visited	1	v	visiting	1
visited	1	v	visiting	1
visited	1	v	visiting	1
visited	1	v	visiting	1
visited	1	v	visiting	1
visited	1	v	visiting	1
visited	1	v	visiting	1
visited	1	v	visiting	1
visited	1	v	visiting	1
visited	1	v	visiting	1
visited	1	v	visiting	1
visited	1	v	visiting	1
visited	1	v	visiting	1
visited	1	v	visiting	1
visited	1	v	visiting	1
visited	1	v	visiting	1
visited	1	v	visiting	1
visited	1	v	visiting	1
visited	1	v	visiting	1
visited	1	v	visiting	1
visited	1	v	visiting	1
visited	1	v	visiting	1
visited	1	v	visiting	1
visited	1	v	visiting	1
visited	1	v	visiting	1
visiting	1	v	see	2
visiting	1	v	visited	2
visiting	1	v	see	2
visiting	1	v	visited	2
visiting	1	v	visited	1
visiting	1	v	visited	1
visiting	1	v	visited	1
visiting	1	v	visited	1
visiting	1	v	visited	1
visiting	1	v	visited	1
visiting	1	v	visited	1
visiting	1	v	visited	1
visiting	1	v	visited	1
visiting	1	v	visited	1
visiting	1	v	visited	1
visiting	1	v	visited	1
visiting	1	v	visited	1
visiting	1	v	visited	1
visiting	1	v	visited	1
visiting	1	v	visited	1
visiting	1	v	visited	1
visiting	1	v	visited	1
visiting	1	v	visited	1
visiting	1	v	visited	1
visiting	1	v	visited	1
visiting	1	v	visited	1
visiting	1	v	visited	1
visiting	1	v	visited	1
visiting	1	v	visited	1
visiting	1	v	visited	1
visiting	1	v	visited	1
wanted	1	v	wanting	1
wanted	1	v	wanting	1
wanted	1	v	needed	2
wanted	1	v	wanting	2
wanted	1	v	needed	2
wanted	1	v	wanting	2
wanted	1	v	needed	2
wanted	1	v	wanting	2
wanted	1	v	wanting	1
wanted	1	v	wanting	1
wanted	1	v	wanting	1
wanting	1	v	wanted	1
wanting	1	v	wanted	1
wanting	1	v	needed	2
wanting	1	v	wanted	2
wanting	1	v	needed	2
wanting	1	v	wanted	2
wanting	1	v	needed	2
wanting	1	v	wanted	2
wanting	1	v	wanted	1
wanting	1	v	wanted	1
wanting	1	v	wanted	1
worked	1	v	make	1
worked	1	v	make	1
